address,business_area,cityname,lat,lon,name,pname,type
汉王路与二元路交叉口西南,,六安市,31.762677883924443,116.64187744588774,毛坦厂中学东城校区附属学校,安徽省,科教文化服务;科教文化场所;科教文化场所
金铺商贸城A4楼109号,,六安市,31.773318366879575,116.63436066262706,三十铺镇七彩路幼儿园,安徽省,科教文化服务;学校;幼儿园
张店镇,,六安市,31.48270658635395,116.58179132293586,太平桥初级中学,安徽省,科教文化服务;学校;中学
木厂镇旗杆村刘岗头,,六安市,31.935105459751693,116.52101176564906,六安金穗初级中学,安徽省,科教文化服务;学校;中学
皋城东路378号,,六安市,31.780633936440086,116.66718669649062,六安市毛坦厂中学(东城校区),安徽省,科教文化服务;学校;中学
东河口镇南官亭街道,,六安市,31.425804796987563,116.65648694496657,南官亭中学,安徽省,科教文化服务;学校;中学
松塘路,,六安市,31.533061192076723,116.70125957930748,施桥镇施桥初中,安徽省,科教文化服务;学校;中学
皋陶学校东校区(皖西大道南),,六安市,31.757809172703034,116.58919586616133,皋陶学校(东校区),安徽省,科教文化服务;学校;中学
毛坦厂镇肖山路七号楼四单元,,六安市,31.347767626342154,116.5564525151549,六安市金安中学,安徽省,科教文化服务;学校;中学
双河镇新塘村,,六安市,31.499512352487173,116.77499170930926,金安区新塘中学,安徽省,科教文化服务;学校;中学
皖西大道南150米,,六安市,31.754022206016927,116.52171881515088,六安市金安路学校,安徽省,科教文化服务;学校;中学
石笋路西150米,,六安市,31.35354499878332,116.56863889656766,毛坦厂镇中心学校,安徽省,科教文化服务;学校;中学
学府路1号,,六安市,31.3508687171297,116.55847056406984,六安市毛坦厂中学,安徽省,科教文化服务;学校;中学
施桥镇,,六安市,31.49028293261263,116.67047478190963,陈家河学校,安徽省,科教文化服务;学校;中学
中店乡红旗街道,,六安市,31.602276761363083,116.50934659679788,杨公庙初中,安徽省,科教文化服务;学校;中学
002县道与007县道交汇处200米,,六安市,31.463492444794717,116.73232530362434,施桥镇埠塔寺初中,安徽省,科教文化服务;学校;中学
张店镇凤凰台村,,六安市,31.504862340288785,116.51933214905922,凤凰台初级中学,安徽省,科教文化服务;学校;中学
003乡道西50米,,六安市,31.9238599196376,116.57192800362516,金安区木厂镇潘新初级中学,安徽省,科教文化服务;学校;中学
张店镇双庙村,,六安市,31.581098477409686,116.58680303479761,白塔寺初级中学,安徽省,科教文化服务;科教文化场所;科教文化场所
木厂街道,,六安市,31.92759499190557,116.54833211699994,六安市毛坦厂中学北校区,安徽省,科教文化服务;学校;中学
木厂镇六寿路,,六安市,31.945881528851718,116.56053241864775,金安区菁英中学,安徽省,科教文化服务;学校;中学
椿树镇315省道,,六安市,31.697291829852134,116.71747629589862,椿树镇中心学校,安徽省,科教文化服务;学校;中学
南屏路100号,,六安市,31.75438530736455,116.55254755758727,六安市鹏飞学校,安徽省,科教文化服务;学校;中学
佛子岭东路北50米,,六安市,31.75505197747293,116.54693218138735,六安精美职业中专学校,安徽省,科教文化服务;学校;职业技术学校
六安经济开发区双桥街道,,六安市,31.84788831870964,116.57036614214248,双桥中学,安徽省,科教文化服务;学校;中学
024县道南340米,,六安市,31.872877764306605,116.61924692621591,六安市金安区洞阳初级中学,安徽省,科教文化服务;学校;中学
翁墩村翁墩中学附近,,六安市,31.934803677320538,116.62577586882725,翁墩中学,安徽省,科教文化服务;学校;中学
203省道西50米,,六安市,31.97817592417379,116.59091357356974,马头镇中心学校,安徽省,科教文化服务;学校;中学
皋城东路,,六安市,31.773084536356482,116.63554125167633,六安市三十铺中学,安徽省,科教文化服务;学校;中学
安丰路六安市汽车技术驾驶学校,,六安市,31.762846652706994,116.53270078915725,皖西交通中专学校,安徽省,科教文化服务;学校;职业技术学校
双河镇西街,,六安市,31.553370590176588,116.77461162949001,六安双河中学,安徽省,科教文化服务;学校;中学
马头镇前巷组,,六安市,32.0223529194262,116.55213642431015,金安区马头初中,安徽省,科教文化服务;学校;中学
六安职业技术学院,,六安市,31.835996812365032,116.54100867964353,六安市职业学校(六安职业技术学院中专部),安徽省,科教文化服务;学校;职业技术学校
李公麟路与正阳南路交叉口西160米,,六安市,31.775100807630842,116.53623909681838,皋城中学东校区,安徽省,科教文化服务;科教文化场所;科教文化场所
东桥镇街西李三路东桥初中,,六安市,31.911538530073507,116.67686631221412,金安区东桥镇东桥初中,安徽省,科教文化服务;学校;中学
[],,六安市,31.459269720049434,116.62043097649547,顺河店学校,安徽省,科教文化服务;学校;中学
横塘岗乡,,六安市,31.542308076982902,116.50344208391748,金安区横塘岗初中,安徽省,科教文化服务;学校;中学
三十铺镇倪店村,,六安市,31.811691458708264,116.63096805745697,罗管初级中学,安徽省,科教文化服务;学校;中学
将军山路以东、锦绣路以北,,六安市,31.712436626043036,116.53949274810334,皋城中学南山校区(建设中),安徽省,科教文化服务;学校;中学
三板桥,,六安市,31.414613810965655,116.37275109059756,霍山文峰学校,安徽省,科教文化服务;学校;中学
衡山镇衡山北路48号,,六安市,31.426481906340452,116.30286852828714,安徽省霍山中学,安徽省,科教文化服务;学校;中学
诸佛庵俊卿卫生室对面附近,,六安市,31.4178416546921,116.17494669958249,霍山县诸佛庵中学,安徽省,科教文化服务;科教文化场所;科教文化场所
X066磨子潭中学,,六安市,31.245711594281893,116.34852122499794,霍山县磨子潭镇中心学校,安徽省,科教文化服务;学校;中学
